URL,MobileURL,Date,Title,Relevant
http://www.hannibal.net/news/20171104/history-in-hannibal-unloaded-gun-snuck-into-st-joseph-academy-stole-life-of-margaret-clune-in-1875,,11/4/17 16:30,"History in Hannibal : ‘ Unloaded gun , snuck into St . Joseph Academy , stole the life of Margaret Clune in 1875 - News - Hannibal Courier - Post - Hannibal , MO",F
http://www.wesh.com/article/6-lakeland-police-officers-kill-armed-man-who-shouted-slurs/13148001,http://amp.wesh.com/article/6-lakeland-police-officers-kill-armed-man-who-shouted-slurs/13148001,11/3/17 15:00,6 Lakeland police officers kill armed man who shouted slurs,F
http://time.com/5015487/lansing-michigan-accidental-shooting/,http://amp.timeinc.net/time/5015487/lansing-michigan-accidental-shooting,11/8/17 18:45,Teen Girl Shot in Face Outside School by Accident : Police,F
http://www.fox2detroit.com/news/local-news/dearborn-couple-charged-in-shooting-of-toddlers-at-unlicensed-held-for-6-felonies-each,http://amp.fox2detroit.com/news/local-news/dearborn-couple-charged-in-shooting-of-toddlers-at-unlicensed-held-for-6-felonies-each,11/2/17 23:45,Dearborn couple charged in shooting of toddlers at unlicensed held for 6 felonies each - Story,F
http://www.palmbeachpost.com/news/crime--law/boy-accused-having-gun-west-palm-middle-school-won-held/cVinPUuo3qIZPDTifhNsRN/,http://www.palmbeachpost.com/news/crime--law/boy-accused-having-gun-west-palm-middle-school-won-held/cVinPUuo3qIZPDTifhNsRN/amp.html,11/3/17 3:30,Boy who brought gun to middle school released to home detention,F
https://patch.com/illinois/southside/teen-shot-cops-during-south-side-foot-chase-police,https://patch.com/illinois/southside/amp/27335492/teen-shot-cops-during-south-side-foot-chase-police,11/6/17 15:30,Teen Shot At Cops During South Side Foot Chase : Police,T
http://6abc.com/police-teen-fired-bullet-that-went-into-del-apartment/2600441/,http://6abc.com/amp/police-teen-fired-bullet-that-went-into-del-apartment/2600441/,11/3/17 19:00,Police : Teen fired bullet that went into Delaware apartment,T
http://news3lv.com/news/local/police-report-henderson-father-says-he-shot-and-killed-teen-son-accidentally,,11/7/17 2:45,Police report : Henderson father says he shot and killed teen son  accidentally  ,F
http://www.reflector.com/National-News/2017/11/02/Teenager-critically-injured-while-playing-Russian-Roulette.html,,11/2/17 11:00,Teenager critically injured while playing Russian Roulette,T
http://www.wect.com/story/36786062/mass-shooters-exploit-lapses-limited-laws-to-get-guns,,11/7/17 21:30,"Mass shooters exploit lapses , limited laws to get guns",F
http://www.qconline.com/news/nation/mass-shooters-exploit-lapses-limited-laws-to-get-guns/article_b9efda8f-1292-5003-af1c-5ecea5461e57.html,,11/7/17 21:30,"Mass shooters exploit lapses , limited laws to get guns | Nation",F
http://www.wafb.com/story/36786061/mass-shooters-exploit-lapses-limited-laws-to-get-guns,,11/7/17 21:15,"Mass shooters exploit lapses , limited laws to get guns",F
http://www.kristv.com/story/36786061/mass-shooters-exploit-lapses-limited-laws-to-get-guns,,11/7/17 21:15,"Mass shooters exploit lapses , limited laws to get guns - KRISTV . com | Continuous News Coverage",F
http://www.live5news.com/story/36786062/mass-shooters-exploit-lapses-limited-laws-to-get-guns,,11/7/17 21:15,"Mass shooters exploit lapses , limited laws to get guns - Live5News . com | Charleston , SC",F
http://www.fox19.com/story/36786062/mass-shooters-exploit-lapses-limited-laws-to-get-guns,,11/7/17 21:45,"Mass shooters exploit lapses , limited laws to get guns",F
