URL,MobileURL,Date,Title
"http://www.wtol.com/story/36751888/michigan-couple-arraigned-in-accidental-shooting-at-day-care","","2017-11-02 23:30:00","Michigan couple arraigned in accidental shooting at day care"
"http://www.chieftain.com/news/national/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_1f94a1c2-f6cd-5e96-970d-0f0519fd642a.html","","2017-11-02 23:30:00","Michigan couple arraigned in accidental shooting at day care"
"http://abcnews.go.com/US/wireStory/michigan-couple-arraigned-accidental-shooting-day-care-50897346","http://abcnews.go.com/amp/US/wireStory/michigan-couple-arraigned-accidental-shooting-day-care-50897346","2017-11-02 23:30:00","Michigan couple arraigned in accidental shooting at day care"
"http://tucson.com/news/national/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_fe50291d-157e-5353-abcc-6d851fdf4a08.html","","2017-11-02 23:30:00","Michigan couple arraigned in accidental shooting at day care | AP National News"
"http://www.washingtontimes.com/news/2017/nov/2/michigan-couple-arraigned-in-accidental-shooting-a/","http://amp.washingtontimes.com/news/2017/nov/2/michigan-couple-arraigned-in-accidental-shooting-a/","2017-11-02 23:15:00","Michigan couple arraigned in accidental shooting at day care"
"http://www.statesville.com/news/us/ap/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_9540f58d-35ed-5652-ba65-0f90c08a2a44.html","","2017-11-02 23:15:00","Michigan couple arraigned in accidental shooting at day care | US"
"http://www.heraldbulletin.com/region/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_95d0a045-f2f7-5d22-84d2-b86122ce230b.html","","2017-11-02 23:15:00","Michigan couple arraigned in accidental shooting at day care | Region"
"http://mynorthwest.com/802939/michigan-couple-arraigned-in-accidental-shooting-at-day-care/","http://mynorthwest.com/802939/michigan-couple-arraigned-in-accidental-shooting-at-day-care/amp/","2017-11-02 22:45:00","Michigan couple arraigned in accidental shooting at day care"
"http://www.foxnews.com/us/2017/11/02/michigan-couple-arraigned-in-accidental-shooting-at-day-care.html","http://www.foxnews.com/us/2017/11/02/michigan-couple-arraigned-in-accidental-shooting-at-day-care.amp.html","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care"
"http://www.wacotrib.com/news/ap_nation/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_a8fbd0ca-db72-5fb0-a93a-2a2ce38be49b.html","","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care | National News"
"http://www.roanoke.com/news/nation/wire/michigan-couple-arraigned-in-accidental-shooting-at-day-care/article_f70acc19-5acd-5614-b2a0-de06f52de66a.html","","2017-11-02 23:00:00","Michigan couple arraigned in accidental shooting at day care | Wire"
